session_length	type
438.123290959262	desktop
436.374394896056	desktop
435.258275403372	desktop
436.424761897782	desktop
433.634601501721	desktop
434.711503296236	desktop
436.443137635725	desktop
436.755600303422	desktop
435.908810240136	desktop
433.848697446196	desktop
437.018075247264	desktop
433.249857999831	desktop
438.699267462356	desktop
434.484546717139	desktop
434.341361076196	desktop
435.39652859975	desktop
437.326349368053	desktop
433.073717326219	desktop
433.651293392503	desktop
431.741541370604	desktop
432.832377504242	desktop
435.616379673638	desktop
435.033480891358	desktop
432.802354087956	desktop
437.349087717627	desktop
432.967257509519	desktop
436.016853129684	desktop
434.926244196316	desktop
432.889626475428	desktop
436.306837628762	desktop
436.552569378534	desktop
433.589799074342	desktop
437.519064667793	desktop
435.063940385581	desktop
435.059592432032	desktop
438.008994565516	desktop
436.45380505484	desktop
436.042424153587	desktop
436.970823087945	desktop
431.309525554534	desktop
434.286015823399	desktop
434.621455034501	desktop
436.399452887092	desktop
433.685787523774	desktop
435.142987756837	desktop
439.872256648356	desktop
434.298938754869	desktop
434.665830545244	desktop
433.397706743084	desktop
434.664207162672	desktop
436.090922249869	desktop
435.454840281875	desktop
436.865713647041	desktop
436.869235251221	desktop
436.327100594752	desktop
435.488799393155	desktop
432.136758072022	desktop
432.94508899288	desktop
437.062274861023	desktop
433.817288841169	desktop
435.72017721621	desktop
435.650866475867	desktop
435.607733237567	desktop
433.3898719983	desktop
439.427143836093	desktop
433.392803614683	desktop
435.074732398392	desktop
435.58787153657	desktop
435.586533986595	desktop
432.809362483372	desktop
437.176935874556	desktop
434.127155196107	desktop
436.062976616695	desktop
438.590836133638	desktop
432.978077006233	desktop
435.245249865329	desktop
433.216979922092	desktop
434.734827969086	desktop
436.60263222506	desktop
432.654115073272	desktop
435.073152990065	desktop
437.349223304884	desktop
435.910169777234	desktop
432.792261998556	desktop
434.037935116	desktop
437.235832047697	desktop
434.161640166076	desktop
430.83993740999	desktop
435.52409238989	desktop
434.435548413812	desktop
435.696242400701	desktop
436.926344970629	desktop
436.816766647	desktop
435.356504707077	desktop
435.935575897716	desktop
437.757249337638	desktop
434.451767581453	desktop
435.029493893077	desktop
431.215690010884	desktop
438.683291985327	desktop
434.433395508031	desktop
435.166360068453	desktop
434.839087241239	desktop
431.646637619234	desktop
434.796624610187	desktop
432.45204974953	desktop
435.29909816151	desktop
434.858538515942	desktop
432.52362882805	desktop
437.569165991784	desktop
435.435742633398	desktop
436.900799598369	desktop
438.11494134935	desktop
434.443216422915	desktop
434.750548761942	desktop
433.269648242679	desktop
434.67780986269	desktop
432.221392004749	desktop
435.227753612301	desktop
436.53801207093	desktop
432.140076295316	desktop
434.634922147262	desktop
436.391372619436	desktop
435.648733724948	desktop
434.011605536358	desktop
433.964379028682	desktop
437.55330228263	desktop
434.075707160839	desktop
433.722135902406	desktop
437.088809653813	desktop
436.693123893773	desktop
433.703674048232	desktop
430.188878546798	desktop
433.544578891629	desktop
433.517089491255	desktop
437.606401184373	desktop
432.958334402152	desktop
436.675713756976	desktop
435.26085889031	desktop
437.883132945138	desktop
431.898106175816	desktop
437.01002063125	desktop
434.464459648133	desktop
434.727467779704	desktop
434.632705112373	desktop
436.15066126272	desktop
433.209212970937	desktop
434.614294561485	desktop
436.452315427265	desktop
433.73592915749	desktop
432.344552873534	desktop
434.769477842477	desktop
433.398419492317	desktop
433.740511640349	desktop
434.227574050798	desktop
434.821911633753	desktop
434.819646960097	desktop
434.960829940598	desktop
435.324909211505	desktop
434.760952335582	desktop
434.209557435862	desktop
436.264415307435	desktop
435.478304206503	desktop
433.298663915833	desktop
436.228770516734	desktop
434.376982047514	desktop
435.831036289746	desktop
435.116485944732	desktop
437.617070435748	desktop
436.488264373165	desktop
435.456326244929	desktop
433.181943441791	desktop
434.79068259023	desktop
434.827177549682	desktop
434.979792001818	desktop
433.693550810409	desktop
433.502096105714	desktop
434.566342478755	desktop
433.298733541722	desktop
434.252912377651	desktop
436.03135363722	desktop
436.754167475915	desktop
433.198598687369	desktop
433.721492779062	desktop
434.625781000927	desktop
434.195894271255	desktop
432.637082382085	desktop
433.857706669794	desktop
433.914944647418	desktop
432.837762517086	desktop
432.269562126448	desktop
434.283073213455	desktop
434.535901307134	desktop
433.617733713955	desktop
434.394025732263	desktop
433.107969599138	desktop
433.544525756082	desktop
435.775656224005	desktop
433.581685826001	desktop
435.38046517423	desktop
433.770863031218	desktop
434.27668961878	desktop
434.471072275337	desktop
434.419338407473	desktop
432.336657664161	desktop
432.63061816796	desktop
434.529726590127	desktop
435.621966235108	desktop
434.483975051945	desktop
431.716661108811	desktop
436.924353303748	desktop
432.815372296958	desktop
433.955349650222	desktop
436.889529365635	desktop
435.021613341786	desktop
436.48149600384	desktop
432.893476054191	desktop
435.32441083672	desktop
438.998884153514	desktop
435.492148764873	desktop
436.081707813124	desktop
435.60920454254	desktop
435.213680021401	desktop
435.814516631426	desktop
436.15723174794	desktop
435.283095200578	desktop
433.601089461938	desktop
434.108052050849	desktop
432.593566201395	desktop
434.9054755265	desktop
433.138931132667	desktop
433.116791932192	desktop
434.744894406842	desktop
433.423272270207	desktop
435.583071014742	desktop
435.627530809456	desktop
432.374457192904	desktop
435.064292179547	desktop
437.763713551763	desktop
435.416119126232	desktop
434.141604400356	desktop
434.895517192098	desktop
436.359168813465	desktop
437.534039730731	desktop
434.94432677262	desktop
433.330154972571	desktop
435.836674154503	desktop
435.286950276122	desktop
434.702228394903	desktop
436.639828940184	desktop
435.03808536134	desktop
436.075844580357	desktop
433.704471081437	desktop
434.37740896415	desktop
437.734087735949	desktop
434.748296914107	desktop
432.937179125426	desktop
433.825336128141	desktop
435.445741277525	desktop
436.218689420896	desktop
436.828995151839	desktop
434.874572625299	desktop
437.969905125565	desktop
434.741898661351	desktop
435.744696522736	desktop
436.355238615251	desktop
433.027287851748	desktop
435.463963105608	desktop
435.557787655696	desktop
437.142555343421	desktop
436.803862038133	desktop
433.905535991088	desktop
434.52171778062	desktop
438.188946340427	desktop
436.668648561492	desktop
433.703598925563	desktop
436.147484123465	desktop
437.512783679692	desktop
434.329480700803	desktop
433.120269562126	desktop
434.371655666998	desktop
435.761650426733	desktop
436.409413053755	desktop
434.015535734571	desktop
432.916721939851	desktop
434.068390945703	desktop
434.940706226387	desktop
435.847744670871	desktop
435.300987221817	desktop
437.662926412764	desktop
434.683262669163	desktop
435.974881544376	desktop
434.041586810658	desktop
432.767317607654	desktop
436.256507272241	desktop
434.601476068849	desktop
433.985422537534	desktop
432.165733435451	desktop
436.120733123967	desktop
432.637375543723	desktop
431.46275381385	desktop
434.848688284894	desktop
435.125278961621	desktop
436.394720158894	desktop
437.960069552599	desktop
438.665751758054	desktop
436.011502929784	desktop
437.76682106513	desktop
436.13222322793	desktop
435.76881089975	desktop
434.248663366155	desktop
435.156060933647	desktop
434.874002792365	desktop
435.219735641493	desktop
434.133725681326	desktop
436.601164584608	desktop
435.453552202926	desktop
434.077715318062	desktop
433.790112757295	desktop
432.507895209372	desktop
434.218344955971	desktop
434.091444444037	desktop
434.729639008088	desktop
435.098870594788	desktop
435.752379189921	desktop
433.701784987925	desktop
435.722405244662	desktop
435.396184134825	desktop
432.978000051303	desktop
434.047602121024	desktop
435.497383532378	desktop
434.330021217574	desktop
434.617755701078	desktop
435.296903113743	desktop
433.447956480155	desktop
436.057796816997	desktop
435.8412364825	desktop
434.850163254387	desktop
433.847255457387	desktop
435.179887645802	desktop
433.064081469619	desktop
433.405521333006	desktop
432.941693814656	desktop
436.639101532869	desktop
433.164372066093	desktop
433.169480407641	desktop
437.107093778744	desktop
435.122351009759	desktop
436.544758453133	desktop
432.637650382759	desktop
436.881960298585	desktop
433.493178495128	desktop
435.501194633676	desktop
433.220957759072	desktop
438.740315588504	desktop
431.493380043754	desktop
435.740916569862	desktop
437.582325284825	desktop
434.030924888324	desktop
434.408476768772	desktop
433.466768296035	desktop
432.842372483849	desktop
435.570928626135	desktop
434.153004723567	desktop
436.649706655136	desktop
435.571919878924	desktop
432.778586008128	desktop
434.324060875014	desktop
436.811236885597	desktop
436.064753909127	desktop
434.345261958246	desktop
434.32456474658	desktop
433.214497209468	desktop
435.063055403885	desktop
432.068924133433	desktop
436.714966268089	desktop
432.486651984155	desktop
433.362221359024	desktop
436.37618501431	desktop
434.254642031317	desktop
432.902620865047	desktop
432.247107777212	desktop
435.477584128229	desktop
436.874719206118	desktop
435.195285960856	desktop
433.360055627421	desktop
437.086462528446	desktop
434.48608398348	desktop
436.552933998322	desktop
435.416808056082	desktop
434.332456291432	desktop
433.653970324713	desktop
436.994979606944	desktop
434.109631459175	desktop
432.797093668808	desktop
432.334537739064	desktop
437.373035358958	desktop
435.444806824803	desktop
436.491807964469	desktop
436.55001704002	desktop
435.53762546402	desktop
436.776773902751	desktop
434.87863474625	desktop
435.969247344139	desktop
433.822692176615	desktop
434.726262152466	desktop
437.099425769641	desktop
434.669603169077	desktop
434.601547526998	desktop
434.273309098638	desktop
435.135147515272	desktop
431.57808360237	desktop
432.322327556828	desktop
435.930082781518	desktop
434.55728011961	desktop
437.000267509995	desktop
434.392953860023	desktop
435.559962548601	desktop
437.551211673696	desktop
433.330853063722	desktop
434.069299746782	desktop
436.714108770297	desktop
436.161968140659	desktop
435.009381172427	desktop
438.45556952145	desktop
436.829374429709	desktop
433.816337898104	desktop
433.948744352058	desktop
433.483575619212	desktop
434.989501148827	desktop
435.159472602213	desktop
436.986562203403	desktop
434.493647553749	desktop
435.630614503439	desktop
434.761021961471	desktop
436.598167006856	desktop
433.406617024629	desktop
435.379442773016	desktop
434.979361420661	desktop
435.790710074133	desktop
435.280786552676	desktop
436.832575388348	desktop
437.880386387039	desktop
433.728858465226	desktop
434.558300688563	desktop
435.03900515598	desktop
435.159348008516	desktop
436.62320301077	desktop
437.190410316358	desktop
433.424149922862	desktop
435.388151505935	desktop
431.542757624951	desktop
439.873114146148	desktop
434.594727854387	desktop
434.782092954226	desktop
434.799206264864	desktop
434.556422621818	desktop
434.132364311968	desktop
436.360630957136	desktop
435.470429151993	desktop
436.255078109254	desktop
435.820958858429	desktop
434.352024830791	desktop
437.204910823894	desktop
436.122213590241	desktop
434.468023394299	desktop
435.847762993474	desktop
435.239439768109	desktop
436.245539362447	desktop
435.370803665986	desktop
435.360563163507	desktop
435.30858194051	desktop
433.254044714479	desktop
431.468461304496	desktop
436.60943907185	desktop
432.719682505946	desktop
433.302218500698	desktop
435.125909259144	desktop
433.337934749548	desktop
431.519760926684	desktop
434.056129460179	desktop
435.199976547069	desktop
432.814844606009	desktop
435.083411815147	desktop
433.504791360526	desktop
437.122686313382	desktop
434.371716131586	desktop
436.051061428357	desktop
435.226337275136	desktop
434.241438764031	desktop
435.557980043021	desktop
435.932017648331	desktop
433.68950884432	desktop
433.638846848696	desktop
436.054577535757	desktop
434.19944702386	desktop
438.877458435176	desktop
435.703939725967	desktop
433.146304147871	desktop
433.658496007505	desktop
435.519586861961	desktop
434.928686599215	desktop
433.630590684056	desktop
435.82846379637	desktop
431.721661347004	desktop
435.033915137035	desktop
436.077960840934	desktop
430.822842421955	desktop
432.736947894183	desktop
433.845250964685	desktop
436.531492888998	desktop
432.834154796674	desktop
433.828808261295	desktop
435.630304851459	desktop
433.206964787623	desktop
437.561344072821	desktop
432.608044721808	desktop
432.357188140146	desktop
433.144446235988	desktop
435.298480689809	desktop
433.504391927794	desktop
435.551906100327	desktop
433.62504076779	desktop
431.972407993052	desktop
432.249892812776	desktop
435.171428100276	desktop
434.80284330144	desktop
435.524468003239	desktop
436.366681080447	desktop
434.909046601707	desktop
433.478423303419	desktop
435.619428554676	desktop
434.140393276338	desktop
434.909105234035	desktop
435.466574076449	desktop
433.225611700081	desktop
436.047351101372	desktop
433.21329158223	desktop
435.283472646187	desktop
436.463957608827	desktop
436.847847277444	desktop
434.782943122978	desktop
435.980240905576	desktop
434.124012869796	desktop
432.895720572984	desktop
429.571020239147	desktop
433.197499331225	desktop
434.76384180998	desktop
433.351095874849	desktop
436.113048624522	desktop
436.764972314548	desktop
437.581324870734	desktop
437.52355553764	desktop
435.881832040368	desktop
433.179024651229	desktop
432.25948469513	desktop
433.721923360219	desktop
433.904409151041	desktop
436.130000696259	desktop
435.0223315878	desktop
433.014663578697	desktop
435.242224803673	desktop
435.595127287119	desktop
433.87029796216	desktop
430.941763440545	desktop
434.255210031991	desktop
435.122629513315	desktop
433.194827895796	desktop
434.301983971387	desktop
434.88283795124	desktop
435.801896022896	desktop
433.438036623218	desktop
434.142056968635	desktop
435.77714585158	desktop
434.694265391902	desktop
436.804003122171	desktop
435.751829511849	desktop
434.81385885	desktop
434.967052296372	desktop
437.240341240147	desktop
435.68897015981	desktop
435.600023086479	desktop
439.039507195286	desktop
436.475105080125	desktop
434.796434055122	desktop
436.447520402218	desktop
436.607178062715	desktop
436.488519057339	desktop
435.521759922605	desktop
431.408834059519	desktop
433.49609728569	desktop
431.998975766526	desktop
436.449035681436	desktop
435.818730829977	desktop
433.693433545753	desktop
434.479038942859	desktop
436.358349793138	desktop
434.18017531066	desktop
434.099064814374	desktop
436.834411313108	desktop
433.389835353095	desktop
433.70197187847	desktop
434.335510669251	desktop
435.24411386398	desktop
434.399546332365	desktop
435.364649103842	desktop
432.346473082265	desktop
434.226727546567	desktop
434.424712426755	desktop
434.528766485761	desktop
432.783961859671	desktop
435.82219380183	desktop
434.722289812267	desktop
434.734794988402	desktop
437.235419789143	desktop
436.0653127485	desktop
434.480211589412	desktop
437.000419587595	desktop
435.784821189723	desktop
434.148532176322	desktop
436.265534818441	desktop
432.554661819728	desktop
434.761179535852	desktop
437.390744154174	desktop
435.629456514968	desktop
434.363373850715	desktop
437.320749980761	desktop
436.629086398399	desktop
431.722194534734	desktop
435.591576366775	desktop
434.498109107433	desktop
435.328680003078	desktop
432.872194351508	desktop
433.633342738936	desktop
435.942052937663	desktop
436.390813780063	desktop
435.382784815693	desktop
433.846802889108	desktop
437.785299409646	desktop
433.549276806883	desktop
431.442406563889	desktop
436.670372718378	desktop
436.499516283297	desktop
433.065981523488	desktop
435.2486981791	desktop
435.029733919168	desktop
434.180571078871	desktop
437.418295851396	desktop
436.234393723409	desktop
433.853228625768	desktop
433.239456258451	desktop
438.461066302169	desktop
430.83519552049	desktop
433.651000230865	desktop
436.764180778124	desktop
436.214944280966	desktop
432.695445367496	desktop
434.411540307893	desktop
436.031575340709	desktop
435.214557674056	desktop
436.512417227644	desktop
435.20847457006	desktop
435.107665443938	desktop
436.264706636813	desktop
434.011050361505	desktop
434.364169051659	desktop
434.35752344377	desktop
435.637994847684	desktop
435.751175394944	desktop
434.38192365338	desktop
432.334363674341	desktop
434.057978210761	desktop
431.414640492218	desktop
433.145503450146	desktop
433.737547043282	desktop
434.430476717469	desktop
435.58924756401	desktop
433.919411697882	desktop
433.214451402962	desktop
434.688957333988	desktop
438.086621935087	desktop
433.389762062685	desktop
431.547325449728	desktop
435.429428664612	desktop
435.921040577235	desktop
435.323208874003	desktop
436.115496524202	desktop
437.384741669629	desktop
436.360986415623	desktop
434.524997526449	desktop
433.638156086585	desktop
436.299464613558	desktop
439.694122475603	desktop
434.139700681967	desktop
433.952540795274	desktop
435.111784364957	desktop
434.303294037459	desktop
432.201532136012	desktop
435.00106820772	desktop
434.190086006296	desktop
434.839664403214	desktop
434.693548978148	desktop
433.750261097084	desktop
434.938166713695	desktop
436.589560880511	desktop
441.747001506118	desktop
437.295356686101	desktop
433.806505989659	desktop
437.280777391374	desktop
431.925789795776	desktop
432.834323364616	desktop
433.602498470063	desktop
434.86639524785	desktop
435.674099535705	desktop
432.875442948913	desktop
435.014855966023	desktop
437.300193853133	desktop
431.098302594114	desktop
433.423268605687	desktop
435.521223070355	desktop
434.254218779202	desktop
434.26414413292	desktop
434.381643317564	desktop
437.085487765998	desktop
436.408967814517	desktop
436.740420027337	desktop
436.211787296573	desktop
436.079252584403	desktop
432.808078068944	desktop
